Specimen_Filename,scientificName,flower_len_cm,flower_len_cm_log,corolla_base_cm,corolla_base_cm_log,corolla_apex_cm,corolla_apex_cm_log,base_apex_ratio,base_apex_ratio_log,degree_curvature,degree_curvature_log,stamen_ex_cm,stamen_ex_cm_log,anther_width_cm,anther_width_cm_log,anther_len_cm,anther_len_cm_log,leaf_area_cm2 ,leaf_area_cm2_log,leaf_len_cm ,leaf_len_cm_log,leaf_width_cm ,leaf_width_cm_log,leaf_len_width_ratio,leaf_len_width_ratio_log,decimallongtitude,decimallatitude
C_granulosus_subsp_granulosus_MO-1292273,C_granulosus,3.16,0.499687083,0.464,-0.333482019,1.298,0.113274692,0.357473035,-0.446756712,137.355,2.137844473,1.916,0.282395505,0.397,-0.401209493,0.885,-0.053056729,48.327,1.684189836,12.951,1.112303303,5.267,0.721563318,2.458895007,0.390739985,-71.166667,-13.083333
C_granulosus_subsp_granulosus_MO-1292274,C_granulosus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,82.662,1.917305909,17.195,1.23540218,6.62,0.820857989,2.597432024,0.414544191,-70.75,-13.216667
C_granulosus_subsp_granulosus_MO-1292275,C_granulosus,2.221,0.346548559,0.421,-0.375717904,0.742,-0.129596095,0.567385445,-0.246121809,124.367,2.094705158,1.05,0.021189299,0.29,-0.537602002,0.81,-0.091514981,78.334,1.893950304,14.109,1.149496233,7.736,0.888516461,1.823810755,0.260979772,-75.416667,-11.083333
C_granulosus_subsp_granulosus_MO-1292277,C_granulosus,2.897,0.461948495,0.405,-0.392544977,0.851,-0.07007044,0.475910693,-0.322474537,124.982,2.09684747,2.106,0.323458367,0.36,-0.443697499,0.788,-0.103473783,97.878,1.990685087,17.922,1.253386473,8.14,0.910624405,2.201719902,0.342762068,-76.833333,-6.083333
C_granulosus_subsp_granulosus_MO-1292280,C_granulosus,3.492,0.543074235,0.462,-0.335358024,1.06,0.025305865,0.435849057,-0.36066389,150.501,2.177539386,2.166,0.335658452,0.434,-0.36251027,0.889,-0.051098239,86.151,1.935260323,16.759,1.224248101,7.729,0.888123307,2.16832708,0.336124794,N/A,N/A
C_granulosus_subsp_granulosus_MO-1292281,C_granulosus,3.856,0.586137025,0.539,-0.268411235,1.242,0.094121596,0.433977456,-0.362532831,128.815,2.109966438,1.828,0.261976191,0.267,-0.573488739,0.917,-0.037630664,56.123,1.749140878,13.281,1.123230777,6.039,0.78096503,2.199205166,0.342265747,-71.1,-13.033333
C_granulosus_subsp_granulosus_MO-1292284,C_granulosus,3.182,0.502700175,0.353,-0.452225295,0.91,-0.040958608,0.387912088,-0.411266687,133.28,2.124764984,1.188,0.074816441,0.305,-0.515700161,0.771,-0.112945622,66.412,1.822246559,16.693,1.222534393,6.241,0.795254183,2.674731614,0.427280211,-76.66667,-8
C_granulosus_subsp_granulosus_MO-1292284,C_granulosus,3.082,0.488832634,0.379,-0.42136079,0.981,-0.008330993,0.386340469,-0.413029797,113.103,2.053474125,N/A,N/A,N/A,N/A,N/A,N/A,62.235,1.794034694,15.949,1.202733458,6.057,0.782257574,2.633151725,0.420475884,-76.66667,-8
C_granulosus_subsp_granulosus_MO-1292285,C_granulosus,3.351,0.525174428,0.42,-0.37675071,0.935,-0.029188389,0.449197861,-0.34756232,131.622,2.119328486,1.7,0.230448921,0.317,-0.498940738,0.795,-0.099632871,74.18,1.870286829,14.72,1.16790781,7.892,0.897187077,1.865179929,0.270720733,-76.25,-6.483333
C_granulosus_subsp_granulosus_MO-1292285,C_granulosus,3.266,0.51401618,0.507,-0.294992041,1.005,0.002166062,0.504477612,-0.297158102,137.839,2.139372114,1.782,0.2509077,0.349,-0.457174573,0.72,-0.142667504,61.822,1.791143051,13.693,1.136498608,6.964,0.842858762,1.966255026,0.293639846,-76.25,-6.483333
C_granulosus_subsp_granulosus_MO-1292288,C_granulosus,3.33,0.522444234,0.537,-0.270025714,0.922,-0.035269079,0.582429501,-0.234756635,120.815,2.082120858,1.738,0.240049772,0.314,-0.503070352,0.764,-0.116906641,91.986,1.963721734,18.103,1.257750551,7.615,0.881669908,2.377281681,0.376080644,-76.75,-6.166667
C_granulosus_subsp_granulosus_MO-1292288,C_granulosus,3.411,0.532881719,0.577,-0.238824187,0.887,-0.05207638,0.650507328,-0.186747807,118.405,2.073370042,1.82,0.260071388,0.304,-0.517126416,0.806,-0.093664958,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.75,-6.166667
C_granulosus_subsp_granulosus_MO-1292289,C_granulosus,2.951,0.469969209,0.353,-0.452225295,1.147,0.059563418,0.307759372,-0.511788713,123.588,2.091976304,1.302,0.114610984,0.244,-0.612610174,0.78,-0.107905397,46.925,1.671404281,11.805,1.072065991,5.628,0.750354089,2.097547974,0.321711903,N/A,N/A
C_granulosus_subsp_granulosus_MO-1292289,C_granulosus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32.927,1.517552164,9.69,0.986323777,4.896,0.689841409,1.979166667,0.296482368,N/A,N/A
C_granulosus_subsp_granulosus_MO-1292290,C_granulosus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42.594,1.629348427,12.11,1.083144143,5.075,0.705436047,2.386206897,0.377708097,N/A,N/A
C_granulosus_subsp_granulosus_MO-1292291,C_granulosus,2.321,0.36567514,0.299,-0.524328812,0.835,-0.078313525,0.358083832,-0.446015287,144.913,2.161107347,2.124,0.327154512,0.416,-0.380906669,0.736,-0.133122186,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C_granulosus_subsp_granulosus_MO-1292305,C_granulosus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.182,1.418002819,10.488,1.020692679,3.914,0.592620821,2.67961165,0.428071857,N/A,N/A
C_granulosus_subsp_granulosus_MO-1292305,C_granulosus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30.058,1.47796008,11.29,1.052693942,4.238,0.627160952,2.663992449,0.42553299,N/A,N/A
C_granulosus_subsp_granulosus_MO-1292313,C_granulosus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22.481,1.351815626,8.437,0.926188049,4.141,0.617105231,2.037430572,0.309082819,N/A,N/A
C_granulosus_subsp_granulosus_MO-1292314,C_granulosus,2.9,0.462397998,0.621,-0.2069084,1.036,0.015359755,0.599420849,-0.222268155,110.575,2.043656948,2.229,0.348110068,0.276,-0.559090918,0.859,-0.066006836,19.62,1.292699003,7.859,0.895367289,3.607,0.557146142,2.178818963,0.338221146,N/A,N/A
C_granulosus_subsp_granulosus_MO-1292315,C_granulosus,3.745,0.573451822,0.633,-0.19859629,1.042,0.017867719,0.607485605,-0.216464009,94.729,1.976482953,N/A,N/A,N/A,N/A,N/A,N/A,36.217,1.558912473,10.108,1.004665233,5.16,0.712649702,1.958914729,0.292015532,-77.6,-0.016667
C_granulosus_subsp_granulosus_MO-1292318,C_granulosus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,43.04,1.633872263,10.522,1.022098297,5.378,0.730620798,1.956489401,0.2914775,N/A,N/A
C_granulosus_subsp_granulosus_MO-1292323,C_granulosus,3.276,0.515343893,0.411,-0.386158178,0.872,-0.059483515,0.471330275,-0.326674663,136.155,2.134033595,2.054,0.312600439,0.319,-0.496209317,0.786,-0.104577454,70.442,1.847831678,14.882,1.1726613,6.649,0.822756333,2.238231313,0.349904967,-74.383333,-10.75
C_granulosus_subsp_granulosus_MO-1292327,C_granulosus,3.022,0.48029446,0.538,-0.269217724,1.196,0.07773118,0.449832776,-0.346948904,125.756,2.099528715,2.239,0.350054094,0.335,-0.474955193,0.872,-0.059483515,142.977,2.15526618,17.91,1.253095586,11.251,1.051191125,1.591858501,0.201904461,-75.416667,-11.166667
C_granulosus_subsp_granulosus_MO-1292328,C_granulosus,2.283,0.358505911,0.471,-0.326979093,1.033,0.014100322,0.455953533,-0.341079414,152.555,2.183426446,1.852,0.267640982,0.228,-0.642065153,0.67,-0.173925197,125.231,2.097711849,18.644,1.270539094,9.12,0.959994838,2.044298246,0.310544256,-75.25,-11.25
C_granulosus_subsp_granulosus_MO-1292330,C_granulosus,2.716,0.433929766,0.369,-0.432973634,1.028,0.011993115,0.358949416,-0.444966749,139.171,2.143548748,1.708,0.232487866,0.291,-0.536107011,0.856,-0.067526235,134.162,2.127629524,19.987,1.300747612,9.368,0.971646882,2.13353971,0.32910073,-75.25,-11.2
C_granulosus_subsp_granulosus_MO-1292330,C_granulosus,2.609,0.416474079,0.421,-0.375717904,0.783,-0.106238238,0.537675607,-0.269479666,135.031,2.130433484,1.973,0.295127085,0.263,-0.580044252,0.778,-0.109020403,145.743,2.163587705,19.971,1.300399812,9.954,0.997997636,2.006329114,0.302402175,-75.25,-11.2
C_granulosus_subsp_granulosus_MO-1292331,C_granulosus,2.918,0.465085288,0.442,-0.354577731,0.772,-0.1123827,0.57253886,-0.242195031,136.128,2.133947464,1.959,0.292034436,0.325,-0.488116639,0.727,-0.138465589,52.165,1.717379212,11.766,1.070628844,6.006,0.778585328,1.959040959,0.292043516,-75.916667,-9.483333
C_granulosus_subsp_granulosus_MO-1292334,C_granulosus,2.753,0.439806211,0.392,-0.406713933,1,0,0.392,-0.406713933,132.161,2.121103316,1.558,0.192567453,0.299,-0.524328812,0.715,-0.145693958,54.896,1.739540701,12.674,1.102913703,6.589,0.818819508,1.923508878,0.284094195,-75.5,-11.166667
C_granulosus_subsp_granulosus_MO-1340031,C_granulosus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41.139,1.614253731,14.679,1.16669647,4.695,0.671635597,3.126517572,0.495060874,N/A,N/A
C_granulosus_subsp_granulosus_MO-1340031,C_granulosus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37.754,1.576962971,14.187,1.151890569,3.875,0.588271707,3.66116129,0.563618862,N/A,N/A
C_granulosus_subsp_granulosus_MO-1340032,C_granulosus,3.428,0.535040813,0.592,-0.227678293,1.199,0.078819183,0.493744787,-0.306497476,128.994,2.11056951,2.188,0.340047318,0.319,-0.496209317,0.92,-0.036212173,21.559,1.333628613,10.233,1.010002974,3.274,0.515078675,3.125534514,0.494924299,N/A,N/A
C_granulosus_subsp_granulosus_MO-1340032,C_granulosus,3.565,0.552059534,0.546,-0.262807357,1.35,0.130333768,0.404444444,-0.393141126,134.633,2.129151523,1.957,0.291590826,0.322,-0.492144128,0.83,-0.080921908,18.643,1.2705158,9.51,0.978180517,2.959,0.471144965,3.213923623,0.507035552,N/A,N/A
C_granulosus_subsp_granulosus_MO-1340033,C_granulosus,3.264,0.51375015,0.45,-0.346787486,1.019,0.008174184,0.441609421,-0.35496167,120.253,2.08009592,1.2,0.079181246,0.31,-0.508638306,0.794,-0.100179498,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-78.901389,-4.990278
C_granulosus_subsp_granulosus_MO-1340045,C_granulosus,2.339,0.369030222,0.415,-0.381951903,0.878,-0.056505484,0.472665148,-0.325446419,132.881,2.123462888,1.731,0.238297068,0.274,-0.562249437,0.837,-0.077274542,25.512,1.406744506,10.049,1.002122846,3.618,0.558468563,2.777501382,0.443654284,-78.882778,-5.077222
C_granulosus_subsp_granulosus_MO-1340045,C_granulosus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.65,1.314920056,9.293,0.968155937,3.005,0.477844476,3.092512479,0.490311461,-78.882778,-5.077222
C_granulosus_subsp_granulosus_MO-1340054,C_granulosus,2.95,0.469822016,0.526,-0.279014256,0.964,-0.015922966,0.545643154,-0.26309129,129.344,2.111746287,2.08,0.318063335,0.311,-0.507239611,0.748,-0.126098402,32.181,1.507599535,11.152,1.047352761,4.218,0.625106575,2.643907065,0.422246185,N/A,N/A
C_granulosus_subsp_granulosus_MO-1340054,C_granulosus,3.207,0.50609896,0.566,-0.247183569,0.948,-0.023191663,0.597046414,-0.223991906,131.952,2.120415977,1.965,0.293362555,0.307,-0.512861625,0.838,-0.076755981,30.829,1.488959438,10.126,1.005437923,4.189,0.62211036,2.417283361,0.383327563,N/A,N/A
C_granulosus_subsp_granulosus_MO-1340060,C_granulosus,3.081,0.488691698,0.317,-0.498940738,1.137,0.055760465,0.27880387,-0.554701202,116.362,2.065811177,N/A,N/A,N/A,N/A,N/A,N/A,40.783,1.610479169,12.689,1.103427397,4.591,0.661907293,2.763885864,0.441520105,-78.933333,-5.75
C_granulosus_subsp_granulosus_MO-1340060,C_granulosus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,36.595,1.563421751,11.778,1.07107155,4.787,0.680063427,2.46041362,0.391008123,-78.933333,-5.75
C_granulosus_subsp_granulosus_MO-1340076,C_granulosus,3.735,0.572290606,0.519,-0.284832642,1.066,0.027757205,0.486866792,-0.312589847,120.292,2.080236746,1.846,0.266231697,0.311,-0.507239611,0.886,-0.052566278,30.574,1.485352261,9.352,0.970904498,4.885,0.688864568,1.914431934,0.28203993,-78.9025,-5.011944
C_granulosus_subsp_granulosus_MO-1340076,C_granulosus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.455,1.405773101,9.596,0.982090239,4.095,0.612253906,2.343345543,0.369836333,-78.9025,-5.011944
C_granulosus_subsp_granulosus_MO-1340620,C_granulosus,3.573,0.553033016,0.545,-0.263603498,0.94,-0.026872146,0.579787234,-0.236731351,133.739,2.126258072,2.28,0.357934847,0.413,-0.384049948,1.09,0.037426498,58.729,1.768852606,13.632,1.134559577,6.198,0.792251572,2.199419167,0.342308006,-78.9025,-5.011667
C_granulosus_subsp_granulosus_MO-1340620,C_granulosus,3.791,0.578753784,0.705,-0.151810883,1.017,0.007320953,0.693215339,-0.159131836,144.267,2.159167001,2.392,0.378761175,0.461,-0.336299075,0.894,-0.048662481,37.538,1.57447113,11.886,1.075035726,4.696,0.671728088,2.53109029,0.403307638,-78.9025,-5.011667
C_granulosus_subsp_granulosus_MO-1340621,C_granulosus,3.2,0.505149978,0.579,-0.237321436,1.359,0.133219457,0.426048565,-0.370540893,111.503,2.047286552,1.786,0.251881455,0.441,-0.355561411,0.873,-0.058985756,43.156,1.635041184,12.542,1.098366796,4.863,0.68690427,2.57906642,0.411462527,-78.933333,-5.436111
C_granulosus_subsp_granulosus_MO-1340621,C_granulosus,3.863,0.586924708,0.472,-0.326058001,1.046,0.019531685,0.45124283,-0.345589686,97.138,1.987389157,1.538,0.186956335,0.335,-0.474955193,0.902,-0.044793462,45.807,1.66093185,13.201,1.120606831,4.906,0.690727544,2.690786792,0.429879287,-78.933333,-5.436111
C_granulosus_subsp_granulosus_MO-1340650,C_granulosus,3.578,0.553640336,0.534,-0.272458743,1.012,0.005180513,0.527667984,-0.277639255,110.089,2.041743927,1.595,0.202760687,0.354,-0.450996738,0.914,-0.039053804,89.783,1.953194113,17.219,1.236007926,7.634,0.882752156,2.255567199,0.35325577,-78.9,-5
C_granulosus_subsp_granulosus_MO-1340652,C_granulosus,2.959,0.471144965,0.422,-0.374687549,0.841,-0.075204004,0.501783591,-0.299483545,136.106,2.133877271,1.85,0.267171728,0.286,-0.543633967,0.683,-0.165579296,73.504,1.866310974,14.605,1.164501561,6.995,0.844787719,2.087919943,0.319713842,-77.507778,-6.377222
C_granulosus_subsp_granulosus_MO-1459385,C_granulosus,3.46,0.539076099,0.585,-0.232844134,1.119,0.048830087,0.522788204,-0.28167422,116.305,2.065598386,1.745,0.241795431,0.288,-0.540607512,0.824,-0.084072788,52.083,1.716695992,14.219,1.152869054,5.658,0.752662943,2.513078826,0.400206111,-78.966667,-5.008333
C_granulosus_subsp_granulosus_MO-1459385,C_granulosus,3.094,0.490520309,0.481,-0.317854924,1.246,0.095518042,0.386035313,-0.413372966,136.8,2.136086097,2.132,0.3287872,0.345,-0.462180905,0.979,-0.009217308,62.422,1.795337679,14.862,1.172077257,5.919,0.77224834,2.510897111,0.399828917,-78.966667,-5.008333
C_granulosus_subsp_granulosus_MO-1459386,C_granulosus,3.414,0.533263517,0.637,-0.195860568,1.568,0.195346058,0.40625,-0.391206626,136.542,2.13526626,1.934,0.28645647,0.384,-0.415668776,0.966,-0.015022874,33.791,1.528801044,10.733,1.030721129,4.841,0.684935083,2.217103904,0.345786047,-78.883333,-5.033333
C_granulosus_subsp_granulosus_MO-1459386,C_granulosus,3.967,0.5984622,0.558,-0.253365801,1.428,0.154728207,0.390756303,-0.408094009,125.405,2.098314853,1.679,0.225050696,0.386,-0.413412695,0.924,-0.034328029,26.509,1.423393345,9.318,0.969322706,4.304,0.633872263,2.164962825,0.335450443,-78.883333,-5.033333
C_granulosus_subsp_granulosus_MO-1459387,C_granulosus,3.026,0.480868924,0.379,-0.42136079,1.093,0.038620162,0.346752059,-0.459980952,141.423,2.150520046,1.454,0.162564407,0.275,-0.560667306,0.635,-0.197226275,127.767,2.106418698,21.573,1.333910543,8.817,0.945320841,2.446750595,0.388589703,-75.795833,-9.0625
C_granulosus_subsp_granulosus_MO-1459400,C_granulosus,2.645,0.422425676,0.413,-0.384049948,1.057,0.024074987,0.390728477,-0.408124936,135.068,2.130552469,1.767,0.24723655,0.327,-0.485452247,0.88,-0.055517328,37.244,1.571056318,11.667,1.066959198,4.645,0.666985718,2.511733046,0.39997348,-78.533333,-5.166667
C_granulosus_subsp_granulosus_MO-1459400,C_granulosus,2.935,0.467608106,0.408,-0.389339837,1.08,0.033423755,0.377777778,-0.422763592,116.858,2.067658449,1.912,0.281487888,0.382,-0.417936637,0.827,-0.08249449,43.685,1.64033234,12.087,1.082318522,5.296,0.723947976,2.28228852,0.358370546,-78.533333,-5.166667
C_granulosus_subsp_granulosus_MO-1689874,C_granulosus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,106.95,2.029180789,12.699,1.103769523,10.597,1.025182934,1.198358026,0.078586589,N/A,N/A
C_granulosus_subsp_granulosus_MO-1689874,C_granulosus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,95.532,1.98014887,12.798,1.107142106,9.788,0.990693961,1.307519412,0.116448145,N/A,N/A
C_granulosus_subsp_granulosus_MO-1982165,C_granulosus,3.108,0.49248101,0.496,-0.304518324,1.009,0.003891166,0.491575818,-0.30840949,147.681,2.169324624,1.449,0.161068385,0.182,-0.739928612,1.058,0.024485668,107.078,2.029700251,21.283,1.328032845,8.363,0.922362097,2.544900155,0.405670748,-77.586111,-0.796667
C_granulosus_subsp_granulosus_MO-1982165,C_granulosus,3.146,0.497758718,0.505,-0.296708622,1.17,0.068185862,0.431623932,-0.364894484,124.8,2.096214585,1.566,0.194791758,0.347,-0.459670525,0.895,-0.048176965,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-77.586111,-0.796667
C_granulosus_subsp_granulosus_MO-2021744,C_granulosus,3.463,0.539452492,0.406,-0.391473966,1.184,0.073351702,0.342905405,-0.464825669,147.236,2.16801401,0.965,-0.015472687,0.359,-0.444905551,0.769,-0.11407366,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-79.733333,0.35
C_granulosus_subsp_granulosus_MO-2021872,C_granulosus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,48.183,1.682893837,12.194,1.086146191,5.581,0.746712023,2.184913098,0.339434168,N/A,N/A
C_granulosus_subsp_granulosus_MO-2021872,C_granulosus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34.23,1.534406899,10.586,1.02473189,4.815,0.682596291,2.19854621,0.342135598,N/A,N/A
C_granulosus_subsp_granulosus_MO-2099833,C_granulosus,3.192,0.504062883,0.485,-0.314258261,1.244,0.09482038,0.389871383,-0.409078642,136.302,2.134502228,1.166,0.06669855,0.275,-0.560667306,0.809,-0.092051478,24.904,1.396269108,10.06,1.002597981,3.845,0.584896344,2.616384915,0.417701637,-68.95,-14.594167
C_granulosus_subsp_granulosus_MO-2099833,C_granulosus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32.478,1.511589277,11.598,1.064383104,4.32,0.635483747,2.684722222,0.428899358,-68.95,-14.594167
C_granulosus_subsp_granulosus_MO-2182620,C_granulosus,3.084,0.489114369,0.416,-0.380906669,1.054,0.022840611,0.394686907,-0.40374728,148.595,2.172004196,N/A,N/A,N/A,N/A,N/A,N/A,65.724,1.817723987,15.194,1.181672122,6.668,0.823995591,2.278644271,0.357676531,-72.785278,-12.948611
C_granulosus_subsp_granulosus_MO-2194465,C_granulosus,2.788,0.445292769,0.438,-0.358525889,1.232,0.090610708,0.355519481,-0.449136597,144.057,2.158534366,2.375,0.375663614,0.356,-0.448550002,0.761,-0.118615343,32.969,1.518105775,9.637,0.983941859,4.998,0.698796252,1.928171269,0.285145607,-78.810833,-5.060556
C_granulosus_subsp_granulosus_MO-2194468,C_granulosus,3.227,0.508798965,0.485,-0.314258261,1.144,0.058426024,0.423951049,-0.372684286,125.979,2.100298157,1.463,0.165244326,0.321,-0.493494968,0.922,-0.035269079,68.418,1.835170375,13.505,1.130494589,7.697,0.886321487,1.754579706,0.244173102,-78.704444,-5.276389
C_granulosus_subsp_granulosus_MO-2194468,C_granulosus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65.673,1.817386856,13.834,1.140947771,7.349,0.866228247,1.882432984,0.274719524,-78.704444,-5.276389
C_granulosus_subsp_granulosus_MO-2338180,C_granulosus,3.707,0.569022586,0.569,-0.244887734,1.321,0.120902818,0.430734292,-0.365790551,126.07,2.100611753,2.555,0.407390904,0.356,-0.448550002,0.899,-0.046240308,78.52,1.894980291,17.327,1.238723375,6.742,0.828788748,2.570008899,0.409934627,-68.940556,-14.745278
C_granulosus_subsp_granulosus_MO-2338180,C_granulosus,3.888,0.589726256,0.457,-0.3400838,1.214,0.084218687,0.376441516,-0.424302487,133.832,2.126559968,2.545,0.405687787,0.287,-0.542118103,0.752,-0.123782159,70.53,1.848373884,16.369,1.214022149,6.183,0.791199246,2.647420346,0.422822902,-68.940556,-14.745278
C_granulosus_subsp_granulosus_MO-2338831,C_granulosus,3.121,0.494293769,0.569,-0.244887734,1.433,0.15624619,0.397069086,-0.401133924,158.807,2.200869642,2.021,0.305566314,0.364,-0.438898616,0.695,-0.158015195,123.829,2.092822366,21.225,1.326847699,9.036,0.955976222,2.348937583,0.370871477,-68.933611,-14.598889
C_granulosus_subsp_granulosus_MO-289182,C_granulosus,3.043,0.483301952,0.433,-0.363512104,1.174,0.069668097,0.368824532,-0.433180201,128.88,2.110185527,1.126,0.051538391,0.26,-0.585026652,0.662,-0.179142011,46.747,1.669753745,9.887,0.995064534,6.595,0.8192148,1.499166035,0.175849734,-79.733333,0.35
C_granulosus_subsp_granulosus_MO-289201,C_granulosus,2.371,0.374931554,0.36,-0.443697499,0.718,-0.143875556,0.501392758,-0.299821943,152.022,2.181906442,1.104,0.042969073,0.327,-0.485452247,0.82,-0.086186148,44.218,1.645599095,14.069,1.14826323,4.51,0.654176542,3.119512195,0.494086688,-77.733333,-0.783333
C_granulosus_subsp_lateriflorus_MO-1290568,C_lateriflorus,3.06,0.485721426,0.518,-0.28567024,0.976,-0.010550182,0.530737705,-0.275120058,128.163,2.107762665,1.988,0.29841638,0.297,-0.527243551,0.631,-0.199970641,70.772,1.849861469,14.239,1.15347949,6.592,0.819017199,2.160042476,0.334462291,N/A,N/A
C_granulosus_subsp_lateriflorus_MO-1290609,C_lateriflorus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,43.367,1.63715938,10.439,1.018658898,5.731,0.758230408,1.821497121,0.260428489,-77.466667,-5.75
C_granulosus_subsp_lateriflorus_MO-1290621,C_lateriflorus,2.473,0.393224116,0.455,-0.341988603,0.991,-0.003926346,0.45913219,-0.338062258,137.75,2.139091608,2.018,0.304921162,0.324,-0.48945499,0.659,-0.181114585,29.193,1.465278727,14.439,1.159537116,3.377,0.528531061,4.275688481,0.631006056,-76.1,-9.666667
C_granulosus_subsp_lateriflorus_MO-1290621,C_lateriflorus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.333,1.403686623,12.117,1.083395108,3.425,0.534660576,3.537810219,0.548734532,-76.1,-9.666667
C_granulosus_subsp_lateriflorus_MO-1290627,C_lateriflorus,3.227,0.508798965,0.439,-0.35753548,0.997,-0.001304842,0.440320963,-0.356230638,114.598,2.059177038,1.506,0.177824972,0.294,-0.53165267,0.647,-0.189095719,92.795,1.967524576,16.606,1.220265034,8.109,0.9089673,2.04784807,0.311297733,N/A,N/A
C_granulosus_subsp_lateriflorus_MO-1290635,C_lateriflorus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27.516,1.439585301,8.793,0.944137073,4.394,0.642860053,2.001137915,0.301277021,N/A,N/A
C_granulosus_subsp_lateriflorus_MO-1290640,C_lateriflorus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34.345,1.535863521,9.364,0.971461405,5.302,0.724439723,1.76612599,0.247021682,-77.676389,-5.674167
C_granulosus_subsp_lateriflorus_MO-1290640,C_lateriflorus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27.75,1.443262987,8.525,0.930694388,4.721,0.674034,1.805761491,0.256660387,-77.676389,-5.674167
C_granulosus_subsp_lateriflorus_MO-1292217,C_lateriflorus,3.239,0.510410948,0.444,-0.35261703,1.073,0.030599722,0.413793103,-0.383216752,130.333,2.115054392,1.646,0.216429831,0.309,-0.510041521,0.792,-0.101274818,107.668,2.032086646,15.771,1.197859232,9.215,0.96449534,1.711448725,0.233363892,-77.466667,-5.75
C_granulosus_subsp_lateriflorus_MO-1292220,C_lateriflorus,2.52,0.401400541,0.344,-0.463441557,0.719,-0.14327111,0.478442281,-0.320170448,145.111,2.161700335,1.386,0.14176323,0.264,-0.578396073,0.517,-0.286509457,21.61,1.334654767,8.86,0.947433722,3.849,0.585347911,2.301896597,0.362085811,N/A,N/A
C_granulosus_subsp_lateriflorus_MO-1292221,C_lateriflorus,3.446,0.537315273,0.435,-0.361510743,0.979,-0.009217308,0.44433095,-0.352293435,144.368,2.15947094,1.251,0.09725731,0.262,-0.581698709,0.651,-0.186419011,14.408,1.1586037,7.628,0.882410684,2.809,0.448551739,2.715557138,0.433858945,N/A,N/A
